user_id,final_rec
1221,"[1029743, 981760, 899624, 962568, 13416117]"
1222,"[1082185, 981760, 951590, 1005186, 13416117]"
1223,"[1106523, 840361, 1005186, 986912, 13416117]"
1224,"[923746, 981760, 1005186, 1068719, 13416117]"
1225,"[840361, 1029743, 1044078, 908531, 6533765]"
1226,"[840361, 1082185, 1070820, 914190, 6533765]"
1227,"[1106523, 840361, 908531, 844165, 6533765]"
1228,"[923746, 1068719, 1126899, 1082185, 13416117]"
1229,"[962568, 979707, 903325, 916122, 13416117]"
1231,"[1082185, 1029743, 981760, 962568, 13416117]"
1234,"[1082185, 1070820, 1005186, 951590, 13416117]"
1235,"[1082185, 1029743, 981760, 840361, 13416117]"
1236,"[1106523, 5569230, 951590, 965766, 13416117]"
1238,"[1029743, 923746, 1068719, 981760, 13416117]"
1239,"[1106523, 908531, 5569230, 840361, 13416117]"
1240,"[1082185, 840361, 903325, 962568, 13416117]"
1241,"[1082185, 1029743, 981760, 840361, 13416117]"
1242,"[1082185, 1029743, 981760, 840361, 13416117]"
1244,"[1029743, 840361, 962568, 1068719, 13416117]"
1245,"[1106523, 923746, 962568, 1068719, 13416117]"
1246,"[1082185, 1126899, 1005186, 840361, 13416117]"
1247,"[981760, 1082185, 962568, 1029743, 13416117]"
1248,"[1106523, 951590, 5569230, 981760, 13416117]"
1250,"[1029743, 914190, 840361, 962568, 13416117]"
1251,"[840361, 951590, 1126899, 5569230, 13416117]"
1252,"[1070820, 981760, 1082185, 951590, 13416117]"
1254,"[1082185, 1029743, 981760, 840361, 13416117]"
1255,"[1106523, 1053690, 840361, 1005186, 13416117]"
1256,"[1082185, 1126899, 961554, 962568, 13416117]"
1258,"[981760, 1070820, 962568, 914190, 13416117]"
1259,"[1082185, 995242, 866211, 840361, 13416117]"
1260,"[1082185, 1126899, 840361, 961554, 13416117]"
1261,"[1082185, 1106523, 986912, 981760, 13416117]"
1263,"[1106523, 840361, 1005186, 986912, 13416117]"
1264,"[981760, 1005186, 1053690, 1029743, 6533765]"
1265,"[1082185, 1106523, 1053690, 981760, 6533765]"
1266,"[1106523, 923746, 1068719, 1082185, 6533765]"
1267,"[1082185, 1005186, 862349, 916122, 13416117]"
1268,"[1070820, 981760, 1005186, 933835, 13416117]"
1269,"[962568, 923746, 899624, 981760, 13416117]"
1270,"[1106523, 1082185, 981760, 923746, 13416117]"
1271,"[1029743, 1082185, 962568, 914190, 13416117]"
1272,"[1005186, 962568, 916122, 981760, 13416117]"
1273,"[1082185, 1106523, 5569230, 981760, 13416117]"
1274,"[981760, 1082185, 951590, 1005186, 13416117]"
1276,"[1082185, 1029743, 981760, 840361, 13416117]"
1277,"[1106523, 908531, 844165, 1044078, 6533765]"
1278,"[1082185, 1029743, 981760, 840361, 13416117]"
1279,"[1106523, 1082185, 951590, 923746, 13416117]"
1280,"[1082185, 1029743, 981760, 840361, 13416117]"
1281,"[844165, 1106523, 908531, 859075, 6533765]"
1282,"[923746, 1106523, 1068719, 981760, 6533765]"
1284,"[981760, 923746, 1106523, 899624, 6533765]"
1285,"[1082185, 1106523, 5569230, 840361, 13416117]"
1287,"[1082185, 1005186, 1106523, 986912, 6533765]"
1288,"[923746, 1005186, 1106523, 1068719, 6533765]"
1289,"[1029743, 981760, 951590, 1005186, 13416117]"
1290,"[1106523, 1053690, 916122, 979707, 13416117]"
1291,"[1082185, 1106523, 981760, 951590, 13416117]"
1292,"[1106523, 1005186, 979707, 986912, 13416117]"
1293,"[1029743, 1044078, 840361, 908531, 13416117]"
1294,"[1082185, 840361, 1126899, 961554, 13416117]"
1295,"[1029743, 1053690, 981760, 908531, 13416117]"
1296,"[1029743, 1005186, 1082185, 923746, 13416117]"
1297,"[1082185, 995242, 840361, 962568, 13416117]"
1298,"[840361, 914190, 962568, 844179, 13416117]"
1299,"[1029743, 1082185, 962568, 840361, 13416117]"
1300,"[1082185, 1106523, 840361, 1068719, 13416117]"
1302,"[1106523, 840361, 1044078, 908531, 6533765]"
1303,"[1029743, 981760, 962568, 899624, 13416117]"
1304,"[1029743, 923746, 1068719, 1005186, 13416117]"
1305,"[1106523, 908531, 840361, 1044078, 6533765]"
1306,"[1029743, 1005186, 981760, 844165, 6533765]"
1307,"[1082185, 1005186, 1070820, 986912, 13416117]"
1312,"[1029743, 840361, 1005186, 986912, 13416117]"
1313,"[1029743, 981760, 923746, 908531, 13416117]"
1314,"[1029743, 962568, 981760, 899624, 13416117]"
1316,"[1029743, 923746, 981760, 1082185, 13416117]"
1317,"[1029743, 923746, 1068719, 1005186, 13416117]"
1318,"[995242, 981760, 5569230, 951590, 13416117]"
1319,"[1106523, 1005186, 979707, 1053690, 13416117]"
1320,"[1029743, 840361, 1005186, 986912, 13416117]"
1321,"[1106523, 923746, 1068719, 981760, 6533765]"
1324,"[840361, 1082185, 1029743, 1068719, 13416117]"
1325,"[1082185, 962568, 1070820, 903325, 13416117]"
1326,"[1029743, 1082185, 908531, 1044078, 6533765]"
1328,"[1082185, 1106523, 923746, 981760, 13416117]"
1329,"[1082185, 840361, 1070820, 908531, 13416117]"
1330,"[1106523, 840361, 962568, 1053690, 13416117]"
1331,"[1029743, 923746, 981760, 1068719, 13416117]"
1332,"[1053690, 916122, 979707, 981760, 13416117]"
1333,"[1082185, 1126899, 840361, 866211, 13416117]"
1334,"[844165, 908531, 862349, 1005186, 6533765]"
1335,"[1126899, 1005186, 979707, 986912, 13416117]"
1336,"[914190, 1029743, 908531, 840361, 13416117]"
1337,"[1029743, 1082185, 840361, 1044078, 13416117]"
1338,"[844165, 1106523, 1044078, 908531, 6533765]"
1340,"[1029743, 840361, 1005186, 986912, 13416117]"
1341,"[995242, 908531, 1082185, 1053690, 13416117]"
1342,"[1082185, 1029743, 981760, 840361, 13416117]"
1345,"[1029743, 5569230, 981760, 951590, 13416117]"
1346,"[1082185, 1029743, 981760, 840361, 13416117]"
1347,"[1029743, 1005186, 844165, 1085604, 6533765]"
1350,"[1029743, 981760, 923746, 899624, 13416117]"
1351,"[1029743, 840361, 1005186, 986912, 13416117]"
1352,"[840361, 962568, 903325, 1126899, 13416117]"
1353,"[840361, 962568, 914190, 899624, 13416117]"
1354,"[995242, 844165, 981760, 859075, 13416117]"
1356,"[981760, 1070820, 986912, 1082185, 13416117]"
1357,"[1070820, 1082185, 962568, 914190, 13416117]"
1358,"[1082185, 908531, 995242, 844165, 6533765]"
1360,"[1082185, 1029743, 981760, 840361, 13416117]"
1361,"[1082185, 1029743, 981760, 840361, 13416117]"
1362,"[1126899, 840361, 979707, 962568, 13416117]"
1364,"[1082185, 1005186, 1029743, 923746, 13416117]"
1366,"[1082185, 840361, 862349, 916122, 13416117]"
1367,"[1070820, 981760, 1082185, 1005186, 13416117]"
1368,"[1082185, 840361, 1070820, 914190, 13416117]"
1369,"[1082185, 981760, 962568, 979707, 13416117]"
1370,"[1106523, 962568, 914190, 840361, 13416117]"
1372,"[1082185, 1106523, 981760, 951590, 13416117]"
1373,"[1126899, 840361, 1005186, 962568, 13416117]"
1374,"[1082185, 1106523, 981760, 986912, 13416117]"
1375,"[1070820, 962568, 903325, 914190, 13416117]"
1376,"[1029743, 981760, 962568, 1082185, 13416117]"
1378,"[1082185, 840361, 1058997, 961554, 13416117]"
1379,"[981760, 1029743, 1005186, 1092026, 6533765]"
1382,"[1106523, 962568, 923746, 899624, 13416117]"
1383,"[1126899, 979707, 1005186, 916122, 13416117]"
1384,"[1106523, 923746, 1068719, 1044078, 6533765]"
1385,"[1082185, 923746, 1029743, 981760, 13416117]"
1386,"[1082185, 1029743, 981760, 840361, 13416117]"
1387,"[1029743, 981760, 962568, 923746, 13416117]"
1388,"[981760, 1005186, 1053690, 1070820, 13416117]"
1389,"[1126899, 1005186, 1082185, 1127831, 13416117]"
1390,"[1029743, 1005186, 1082185, 981760, 13416117]"
1391,"[840361, 1029743, 1068719, 962568, 13416117]"
1392,"[840361, 1029743, 908531, 1044078, 6533765]"
1393,"[1082185, 903325, 1126899, 962568, 13416117]"
1394,"[1082185, 1070820, 962568, 903325, 13416117]"
1395,"[1126899, 840361, 1005186, 908531, 13416117]"
1397,"[923746, 1068719, 1082185, 1106523, 13416117]"
1398,"[1106523, 840361, 979707, 844179, 13416117]"
1399,"[1082185, 995242, 1098844, 908531, 13416117]"
1401,"[1029743, 981760, 899624, 923746, 13416117]"
1402,"[1082185, 1106523, 923746, 981760, 13416117]"
1403,"[1082185, 1029743, 981760, 840361, 13416117]"
1404,"[1029743, 981760, 914190, 962568, 13416117]"
1405,"[840361, 1082185, 914190, 1068719, 13416117]"
1406,"[1082185, 1070820, 840361, 914190, 13416117]"
1407,"[1082185, 1029743, 961554, 866211, 13416117]"
1408,"[1029743, 1005186, 840361, 986912, 13416117]"
1409,"[1082185, 1106523, 840361, 908531, 13416117]"
1410,"[1029743, 981760, 923746, 867188, 13416117]"
1412,"[1082185, 1029743, 981760, 923746, 13416117]"
1413,"[923746, 1068719, 1005186, 899624, 6533765]"
1414,"[1126899, 1005186, 840361, 1075368, 13416117]"
1415,"[840361, 1082185, 1126899, 5569230, 13416117]"
1417,"[1106523, 923746, 1068719, 1044078, 6533765]"
1418,"[1082185, 1029743, 981760, 923746, 13416117]"
1419,"[1106523, 1044078, 923746, 1068719, 6533765]"
1420,"[1029743, 981760, 962568, 899624, 13416117]"
1421,"[1029743, 981760, 1082185, 1053690, 13416117]"
1423,"[1106523, 1005186, 981760, 1053690, 13416117]"
1424,"[1082185, 1029743, 981760, 962568, 13416117]"
1425,"[1029743, 908531, 914190, 5569230, 13416117]"
1426,"[1029743, 981760, 951590, 5569230, 13416117]"
1427,"[1029743, 923746, 1068719, 1005186, 13416117]"
1428,"[1029743, 840361, 908531, 1044078, 6533765]"
1429,"[1126899, 1005186, 840361, 1075368, 13416117]"
1430,"[981760, 951590, 5569230, 933835, 13416117]"
1431,"[1106523, 5569230, 1053690, 981760, 13416117]"
1433,"[1029743, 840361, 1005186, 986912, 13416117]"
1434,"[1082185, 995242, 1053690, 981760, 13416117]"
1437,"[1029743, 840361, 1068719, 1044078, 13416117]"
1438,"[1082185, 1029743, 981760, 840361, 13416117]"
1439,"[1082185, 1029743, 981760, 840361, 13416117]"
1440,"[1106523, 914190, 1044078, 844179, 6533765]"
1443,"[1082185, 1106523, 1053690, 981760, 13416117]"
1445,"[995242, 1082185, 840361, 962568, 13416117]"
1446,"[1106523, 923746, 1068719, 1082185, 13416117]"
1447,"[1029743, 840361, 1005186, 986912, 13416117]"
1448,"[1082185, 1029743, 981760, 840361, 13416117]"
1450,"[1092026, 1044078, 1133018, 6533765, 1085604]"
1451,"[1082185, 1070820, 840361, 914190, 6533765]"
1452,"[1082185, 1029743, 923746, 981760, 13416117]"
1453,"[1082185, 981760, 1053690, 916122, 13416117]"
1454,"[962568, 1082185, 1029743, 981760, 13416117]"
1457,"[1106523, 1082185, 1044078, 840361, 6533765]"
1458,"[840361, 1126899, 1068719, 914190, 13416117]"
1459,"[1029743, 840361, 962568, 914190, 13416117]"
1460,"[1126899, 1082185, 840361, 1005186, 13416117]"
1461,"[1029743, 981760, 1082185, 962568, 13416117]"
1462,"[1082185, 995242, 961554, 979707, 13416117]"
1463,"[1070820, 1082185, 1005186, 981760, 13416117]"
1465,"[840361, 1106523, 962568, 979707, 13416117]"
1466,"[1082185, 1029743, 981760, 840361, 13416117]"
1467,"[1005186, 1085604, 981760, 1029743, 6533765]"
1470,"[1082185, 1029743, 981760, 914190, 13416117]"
1471,"[1126899, 1005186, 840361, 866211, 13416117]"
1473,"[1082185, 1126899, 840361, 961554, 13416117]"
1474,"[1106523, 1053690, 916122, 859075, 6533765]"
1475,"[962568, 981760, 899624, 1070820, 13416117]"
1476,"[995242, 1082185, 840361, 908531, 13416117]"
1477,"[1029743, 981760, 923746, 899624, 13416117]"
1479,"[1082185, 995242, 908531, 844165, 6533765]"
1481,"[995242, 908531, 840361, 916122, 13416117]"
1483,"[1106523, 951590, 923746, 1068719, 13416117]"
1484,"[840361, 1126899, 1082185, 961554, 13416117]"
1485,"[1106523, 1053690, 5569230, 986912, 13416117]"
1486,"[1126899, 1005186, 1053690, 916122, 13416117]"
1487,"[1029743, 5569230, 951590, 981760, 13416117]"
1488,"[1082185, 1005186, 923746, 1106523, 6533765]"
1489,"[908531, 840361, 995242, 1044078, 13416117]"
1490,"[1029743, 981760, 1053690, 923746, 13416117]"
1491,"[1082185, 1106523, 981760, 1053690, 13416117]"
1492,"[1082185, 1029743, 923746, 962568, 13416117]"
1493,"[1029743, 1005186, 840361, 979707, 13416117]"
1494,"[1029743, 923746, 1068719, 899624, 13416117]"
1495,"[1082185, 981760, 923746, 1106523, 13416117]"
1496,"[1082185, 1029743, 981760, 840361, 13416117]"
1498,"[1126899, 962568, 979707, 840361, 13416117]"
1499,"[840361, 1070820, 962568, 914190, 13416117]"
1500,"[1106523, 1005186, 923746, 986912, 13416117]"
1501,"[962568, 1082185, 1070820, 903325, 13416117]"
1502,"[1106523, 1005186, 986912, 923746, 13416117]"
1503,"[1082185, 1070820, 840361, 986912, 13416117]"
1505,"[1106523, 981760, 1053690, 899624, 13416117]"
1506,"[840361, 916122, 1106523, 979707, 13416117]"
1507,"[923746, 1029743, 1068719, 899624, 13416117]"
1508,"[1126899, 1005186, 1022254, 923746, 13416117]"
1509,"[1082185, 1029743, 981760, 923746, 13416117]"
1510,"[1082185, 1070820, 1005186, 981760, 6533765]"
1511,"[840361, 1106523, 1082185, 908531, 6533765]"
1512,"[1005186, 1070820, 986912, 981760, 13416117]"
1513,"[1053690, 1106523, 916122, 979707, 13416117]"
1514,"[1082185, 1126899, 840361, 1005186, 13416117]"
1515,"[1029743, 840361, 1005186, 979707, 13416117]"
1517,"[1082185, 1070820, 981760, 914190, 13416117]"
1518,"[1106523, 840361, 1005186, 986912, 13416117]"
1519,"[962568, 1070820, 979707, 914190, 13416117]"
1520,"[1029743, 923746, 981760, 962568, 13416117]"
1521,"[1082185, 1029743, 981760, 840361, 13416117]"
1525,"[1029743, 923746, 1068719, 899624, 13416117]"
1526,"[1106523, 1092026, 1082185, 1005186, 6533765]"
1527,"[1082185, 1029743, 981760, 951590, 13416117]"
1528,"[995242, 1082185, 844165, 908531, 6533765]"
1529,"[1106523, 1068719, 840361, 951590, 6533765]"
1530,"[1082185, 1029743, 981760, 923746, 13416117]"
1531,"[1029743, 1005186, 840361, 986912, 13416117]"
1532,"[1070820, 962568, 914190, 981760, 13416117]"
1533,"[1106523, 1005186, 840361, 986912, 13416117]"
1534,"[1005186, 1085604, 923746, 862349, 6533765]"
1535,"[1005186, 1106523, 1082185, 844165, 6533765]"
1536,"[1029743, 981760, 899624, 844165, 13416117]"
1537,"[1082185, 1106523, 923746, 981760, 13416117]"
1539,"[1082185, 1029743, 981760, 840361, 13416117]"
1540,"[1053690, 1106523, 908531, 859075, 13416117]"
1541,"[995242, 1082185, 916122, 981760, 13416117]"
1542,"[1106523, 962568, 981760, 899624, 13416117]"
1543,"[1029743, 1053690, 981760, 908531, 13416117]"
1544,"[1082185, 1029743, 981760, 840361, 13416117]"
1545,"[1106523, 1053690, 923746, 962568, 13416117]"
1546,"[840361, 1029743, 914190, 908531, 13416117]"
1547,"[1029743, 1053690, 908531, 981760, 13416117]"
1548,"[995242, 1082185, 1053690, 981760, 13416117]"
1549,"[1106523, 1082185, 981760, 923746, 6533765]"
1550,"[1082185, 1106523, 908531, 840361, 6533765]"
1552,"[1029743, 981760, 923746, 1082185, 13416117]"
1555,"[1106523, 1005186, 840361, 986912, 13416117]"
1556,"[1029743, 1082185, 840361, 914190, 6533765]"
1557,"[1082185, 1106523, 962568, 903325, 13416117]"
1558,"[1082185, 995242, 981760, 961554, 13416117]"
1559,"[1106523, 1053690, 979707, 916122, 13416117]"
1560,"[1029743, 1082185, 923746, 1068719, 13416117]"
1563,"[962568, 981760, 1029743, 1022254, 13416117]"
1564,"[1106523, 981760, 1082185, 5569230, 13416117]"
1565,"[1082185, 1029743, 981760, 840361, 13416117]"
1566,"[916122, 962568, 979707, 903325, 13416117]"
1567,"[1082185, 840361, 1133018, 1068719, 13416117]"
1568,"[1106523, 1082185, 962568, 923746, 13416117]"
1569,"[1082185, 1029743, 981760, 840361, 13416117]"
1570,"[962568, 903325, 979707, 981760, 13416117]"
1572,"[1126899, 840361, 1005186, 1075368, 13416117]"
1574,"[1106523, 1044078, 914190, 899624, 6533765]"
1575,"[1082185, 1070820, 962568, 903325, 13416117]"
1576,"[1029743, 923746, 981760, 1068719, 13416117]"
1577,"[1029743, 981760, 962568, 899624, 13416117]"
1578,"[1029743, 844165, 908531, 859075, 13416117]"
1579,"[1029743, 840361, 914190, 1044078, 13416117]"
1580,"[1029743, 1082185, 981760, 844165, 13416117]"
1581,"[962568, 1070820, 840361, 903325, 13416117]"
1583,"[1082185, 1029743, 981760, 840361, 13416117]"
1584,"[981760, 1029743, 1053690, 899624, 13416117]"
1585,"[1126899, 1005186, 840361, 916122, 13416117]"
1586,"[1053690, 1126899, 979707, 1005186, 13416117]"
1587,"[1029743, 981760, 899624, 914190, 13416117]"
1588,"[1082185, 962568, 903325, 1070820, 13416117]"
1590,"[1082185, 1070820, 962568, 916122, 13416117]"
1591,"[1082185, 840361, 1070820, 961554, 13416117]"
1592,"[862349, 962568, 979707, 903325, 13416117]"
1593,"[1070820, 1082185, 981760, 986912, 13416117]"
1594,"[1106523, 923746, 1005186, 981760, 6533765]"
1595,"[1029743, 840361, 914190, 933835, 13416117]"
1596,"[840361, 962568, 979707, 903325, 13416117]"
1598,"[981760, 1029743, 1082185, 951590, 6533765]"
1599,"[1106523, 840361, 1068719, 899624, 13416117]"
1602,"[1082185, 1070820, 962568, 981760, 13416117]"
1604,"[951590, 5569230, 1106523, 933835, 13416117]"
1605,"[1029743, 840361, 1005186, 986912, 13416117]"
1607,"[1005186, 1126899, 1085604, 923746, 13416117]"
1608,"[1082185, 1029743, 981760, 840361, 13416117]"
1609,"[981760, 951590, 5569230, 933835, 13416117]"
1611,"[844165, 908531, 1106523, 859075, 6533765]"
1612,"[1082185, 1005186, 1070820, 986912, 13416117]"
1613,"[1029743, 840361, 914190, 1044078, 13416117]"
1614,"[1070820, 1005186, 840361, 986912, 13416117]"
1615,"[1082185, 1029743, 981760, 840361, 13416117]"
1617,"[1082185, 1029743, 981760, 840361, 13416117]"
1618,"[1082185, 1070820, 962568, 981760, 13416117]"
1619,"[1082185, 1070820, 962568, 981760, 13416117]"
1620,"[1106523, 1053690, 1082185, 916122, 6533765]"
1621,"[1106523, 1082185, 908531, 1092026, 6533765]"
1622,"[1082185, 1029743, 840361, 961554, 13416117]"
1623,"[1106523, 1044078, 1092026, 923746, 6533765]"
1624,"[1082185, 1106523, 5569230, 951590, 13416117]"
1625,"[1106523, 5569230, 951590, 1053690, 13416117]"
1627,"[962568, 1029743, 903325, 1022254, 13416117]"
1629,"[1029743, 981760, 951590, 844165, 13416117]"
1630,"[1082185, 1106523, 981760, 923746, 13416117]"
1631,"[1029743, 908531, 1044078, 840361, 6533765]"
1632,"[1082185, 1029743, 981760, 840361, 13416117]"
1633,"[981760, 995242, 1082185, 1053690, 13416117]"
1634,"[1082185, 1029743, 908531, 844165, 6533765]"
1635,"[1029743, 1005186, 840361, 986912, 13416117]"
1636,"[1082185, 1029743, 981760, 840361, 13416117]"
1637,"[1070820, 1082185, 986912, 981760, 13416117]"
1638,"[1126899, 840361, 1082185, 1005186, 13416117]"
1639,"[844165, 908531, 1106523, 1044078, 6533765]"
1640,"[1106523, 840361, 908531, 1044078, 6533765]"
1641,"[1082185, 1029743, 981760, 840361, 13416117]"
1642,"[1082185, 1106523, 962568, 981760, 6533765]"
1643,"[844165, 1005186, 1106523, 859075, 6533765]"
1644,"[1029743, 840361, 1005186, 986912, 13416117]"
1647,"[1082185, 981760, 1070820, 986912, 13416117]"
1648,"[1106523, 923746, 1053690, 5569230, 13416117]"
1649,"[1082185, 1106523, 854852, 901062, 13416117]"
1650,"[962568, 981760, 903325, 1070820, 13416117]"
1651,"[962568, 981760, 1022254, 899624, 13416117]"
1653,"[981760, 899624, 1082185, 923746, 6533765]"
1654,"[1029743, 840361, 1005186, 986912, 13416117]"
1656,"[1106523, 1082185, 986912, 1053690, 6533765]"
1657,"[1106523, 1053690, 5569230, 1110572, 13416117]"
1658,"[981760, 1106523, 962568, 979707, 13416117]"
1659,"[1082185, 1029743, 981760, 962568, 13416117]"
1660,"[923746, 1029743, 1068719, 899624, 13416117]"
1661,"[1082185, 962568, 981760, 1029743, 13416117]"
1662,"[1082185, 1126899, 1005186, 916122, 13416117]"
1663,"[1029743, 981760, 923746, 1082185, 13416117]"
1664,"[962568, 981760, 899624, 914190, 6533765]"
1665,"[1029743, 923746, 981760, 1005186, 13416117]"
1666,"[923746, 1068719, 1005186, 1126899, 13416117]"
1667,"[1092026, 1005186, 859075, 6533765, 862349]"
1668,"[1082185, 1106523, 923746, 1068719, 13416117]"
1671,"[1126899, 840361, 1005186, 1075368, 13416117]"
1672,"[1029743, 923746, 908531, 1044078, 13416117]"
1673,"[1082185, 1106523, 908531, 1053690, 6533765]"
1676,"[962568, 903325, 979707, 1022254, 13416117]"
1677,"[995242, 951590, 1082185, 981760, 13416117]"
1678,"[1029743, 840361, 1005186, 986912, 13416117]"
1679,"[995242, 908531, 844165, 1082185, 13416117]"
1680,"[1126899, 1005186, 840361, 1075368, 13416117]"
1681,"[1082185, 1029743, 981760, 908531, 13416117]"
1683,"[962568, 840361, 1070820, 914190, 13416117]"
1684,"[1106523, 1053690, 923746, 5569230, 13416117]"
1685,"[1082185, 1126899, 840361, 1005186, 13416117]"
1686,"[1106523, 1005186, 1082185, 923746, 6533765]"
1687,"[1082185, 840361, 962568, 961554, 13416117]"
1688,"[1082185, 1029743, 981760, 840361, 13416117]"
1689,"[1029743, 908531, 5569230, 1053690, 13416117]"
1690,"[1106523, 1082185, 951590, 923746, 13416117]"
1691,"[1082185, 1106523, 914190, 840361, 13416117]"
1692,"[1029743, 840361, 908531, 1044078, 6533765]"
1693,"[1082185, 1126899, 961554, 1005186, 13416117]"
1694,"[1044078, 844165, 859075, 844179, 6533765]"
1695,"[923746, 1106523, 1068719, 1044078, 6533765]"
1697,"[1106523, 840361, 1044078, 908531, 6533765]"
1698,"[1082185, 1106523, 923746, 1068719, 6533765]"
1699,"[1082185, 923746, 1133018, 1068719, 6533765]"
1700,"[1068719, 951590, 1044078, 844179, 6533765]"
1701,"[1082185, 1029743, 981760, 840361, 13416117]"
1702,"[914190, 1106523, 1044078, 933835, 6533765]"
1703,"[1106523, 981760, 899624, 951590, 6533765]"
1704,"[1029743, 1005186, 840361, 1085604, 6533765]"
1705,"[962568, 1053690, 1106523, 981760, 13416117]"
1706,"[1029743, 840361, 1005186, 986912, 13416117]"
1707,"[1082185, 1029743, 981760, 1005186, 13416117]"
1708,"[1029743, 981760, 951590, 923746, 13416117]"
1710,"[1082185, 995242, 840361, 908531, 13416117]"
1711,"[1082185, 1029743, 981760, 840361, 13416117]"
1712,"[1082185, 1070820, 986912, 981760, 13416117]"
1713,"[1082185, 1106523, 5569230, 951590, 13416117]"
1714,"[1082185, 1029743, 981760, 840361, 13416117]"
1715,"[1126899, 1005186, 840361, 1022254, 13416117]"
1716,"[1029743, 840361, 1005186, 1085604, 13416117]"
1717,"[1029743, 923746, 962568, 981760, 13416117]"
1718,"[962568, 981760, 979707, 903325, 13416117]"
1719,"[1106523, 1053690, 951590, 1044078, 6533765]"
1720,"[1070820, 933835, 962568, 914190, 13416117]"
1721,"[962568, 981760, 899624, 1022254, 13416117]"
1722,"[1126899, 1005186, 1022254, 961554, 13416117]"
1723,"[1082185, 1106523, 962568, 981760, 13416117]"
1724,"[1126899, 840361, 1005186, 995965, 13416117]"
1726,"[1082185, 1029743, 981760, 961554, 13416117]"
1728,"[1029743, 840361, 1005186, 859075, 13416117]"
1729,"[1126899, 1005186, 840361, 1075368, 13416117]"
1730,"[1082185, 1029743, 981760, 840361, 13416117]"
1731,"[1082185, 1106523, 923746, 1005186, 6533765]"
1732,"[1029743, 1082185, 840361, 962568, 13416117]"
1733,"[1082185, 1106523, 986912, 981760, 13416117]"
1735,"[840361, 1106523, 914190, 1068719, 13416117]"
1737,"[1082185, 962568, 923746, 1029743, 13416117]"
1738,"[840361, 1070820, 1005186, 844179, 13416117]"
1739,"[1106523, 908531, 840361, 1044078, 6533765]"
1740,"[1005186, 1070820, 1082185, 1075368, 6533765]"
1742,"[1106523, 840361, 1070015, 1005186, 13416117]"
1743,"[1029743, 840361, 1005186, 986912, 13416117]"
1744,"[1082185, 1106523, 1053690, 5569230, 13416117]"
1745,"[1029743, 840361, 1070015, 908531, 13416117]"
1746,"[1082185, 1106523, 908531, 840361, 13416117]"
1747,"[840361, 962568, 1106523, 1068719, 13416117]"
1748,"[1106523, 844165, 1044078, 908531, 6533765]"
1749,"[1070820, 981760, 844165, 962568, 13416117]"
1750,"[1082185, 1029743, 981760, 840361, 13416117]"
1751,"[1082185, 1070820, 1092026, 981760, 6533765]"
1752,"[1106523, 923746, 1068719, 1005186, 6533765]"
1753,"[1082185, 1092026, 1070820, 908531, 6533765]"
1754,"[1029743, 908531, 844165, 1044078, 6533765]"
1755,"[840361, 1126899, 844179, 951590, 13416117]"
1758,"[1082185, 840361, 1070820, 962568, 13416117]"
1759,"[840361, 1044078, 1068719, 1005186, 6533765]"
1760,"[1029743, 908531, 1082185, 840361, 13416117]"
1761,"[1106523, 923746, 1005186, 1068719, 13416117]"
1762,"[995242, 1082185, 840361, 916122, 13416117]"
1763,"[1106523, 840361, 1068719, 1004906, 13416117]"
1764,"[1126899, 1082185, 1005186, 962568, 13416117]"
1765,"[1082185, 1070820, 1092026, 908531, 6533765]"
1766,"[1005186, 923746, 1068719, 844165, 6533765]"
1767,"[1126899, 979707, 1005186, 1053690, 13416117]"
1768,"[962568, 923746, 899624, 1068719, 13416117]"
1769,"[1082185, 981760, 1029743, 1005186, 13416117]"
1770,"[1029743, 1082185, 981760, 908531, 13416117]"
1771,"[1082185, 1029743, 981760, 840361, 13416117]"
1773,"[1070820, 962568, 979707, 903325, 13416117]"
1774,"[1106523, 5569230, 981760, 951590, 13416117]"
1775,"[1082185, 1126899, 840361, 961554, 13416117]"
1776,"[1082185, 1106523, 986912, 1098844, 13416117]"
1777,"[981760, 1005186, 923746, 1029743, 13416117]"
1778,"[1082185, 1029743, 981760, 914190, 13416117]"
1779,"[1082185, 1070820, 981760, 914190, 13416117]"
1781,"[1029743, 908531, 1082185, 1053690, 13416117]"
1782,"[1106523, 5569230, 951590, 1053690, 13416117]"
1783,"[1082185, 995242, 981760, 961554, 13416117]"
1784,"[1082185, 962568, 981760, 1070820, 13416117]"
1785,"[1082185, 840361, 1106523, 961554, 13416117]"
1786,"[1029743, 1005186, 986912, 840361, 13416117]"
1788,"[962568, 1029743, 903325, 979707, 13416117]"
1789,"[1082185, 1029743, 981760, 840361, 13416117]"
1790,"[1082185, 1106523, 986912, 840361, 13416117]"
1791,"[1029743, 840361, 908531, 979707, 13416117]"
1792,"[1005186, 1082185, 1133018, 1044078, 6533765]"
1793,"[1082185, 1029743, 981760, 840361, 13416117]"
1794,"[1106523, 1053690, 916122, 859075, 6533765]"
1795,"[1070820, 1005186, 1082185, 1085604, 6533765]"
1796,"[1029743, 951590, 5569230, 981760, 13416117]"
1797,"[1082185, 981760, 1029743, 962568, 13416117]"
1799,"[1082185, 1029743, 981760, 840361, 13416117]"
1800,"[1082185, 908531, 995242, 840361, 13416117]"
1801,"[1005186, 1070820, 1085604, 844165, 6533765]"
1802,"[1082185, 981760, 5569230, 951590, 13416117]"
1803,"[1082185, 1029743, 923746, 981760, 13416117]"
1804,"[1029743, 1082185, 962568, 981760, 13416117]"
